Id,Active Growth Period,After Harvest Regrowth Rate,Bloat,C:N Ratio,Coppice Potential,Fall Conspicuous,Fire Resistant,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit/Seed Color,Fruit/Seed Conspicuous,Growth Form,Growth Rate,"Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Low Growing Grass,Nitrogen Fixation,Resprout Ability,Shape and Orientation,Toxicity,"Height at 20 Years, Maximum (feet)"
34506,Summer,Slow,None,High,No,No,No,Purple,Yes,Dark Green,Moderate,Porous,Coarse,Brown,No,Single Crown,Rapid,2.7,No,No,Moderate,No,None,No,Erect,None,
15884,Spring,Slow,None,High,No,No,Yes,White,No,Gray-Green,Moderate,Porous,Medium,Yellow,No,Multiple Stem,Rapid,,No,No,Long,No,None,No,Erect,None,
85932,Spring,Slow,None,,No,No,No,Red,Yes,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Moderate,3.3,No,No,Moderate,No,None,No,Erect,None,
12212,Spring,Slow,None,,No,No,No,Green,No,Green,Porous,Porous,Coarse,Green,No,Rhizomatous,Rapid,0.9,No,No,Short,No,None,No,Erect,Moderate,
12228,,,,,,,,,,,,,,,,,,,,,,,,,,,
35138,Spring and Summer,Slow,None,Medium,No,No,No,White,Yes,Green,Porous,Porous,Medium,Brown,No,Stoloniferous,Moderate,2.8,No,No,Short,No,None,No,Semi-Erect,None,
35163,,,,,,,,,,,,,,,,,,,,,,,,,,,
60308,,,,,,,,,,,,,,,,,,,,,,,,,,,
74019,,,,,,,,,,,,,,,,,,,,,,,,,,,
28499,,,,,,,,,,,,,,,,,,,,,,,,,,,
35396,,,,,,,,,,,,,,,,,,,,,,,,,,,
35415,,,,,,,,,,,,,,,,,,,,,,,,,,,
35438,,,,,,,,,,,,,,,,,,,,,,,,,,,
76059,,,,,,,,,,,,,,,,,,,,,,,,,,,
35469,,,,,,,,,,,,,,,,,,,,,,,,,,,
35511,"Spring, Summer, Fall",Slow,None,High,No,Yes,No,Purple,Yes,Dark Green,Dense,Porous,Coarse,Brown,No,Rhizomatous,Moderate,4.6,No,No,Long,No,None,No,Erect,None,
35594,,,,,,,,,,,,,,,,,,,,,,,,,,,
35639,Summer,Slow,None,High,No,No,No,Purple,Yes,Dark Green,Porous,Porous,Coarse,Black,No,Rhizomatous,Rapid,6.0,No,No,Moderate,No,None,No,Erect,None,
35659,,,,,,,,,,,,,,,,,,,,,,,,,,,
89751,,,,,,,,,,,,,,,,,,,,,,,,,,,
44077,"Spring, Summer, Fall",Slow,None,Medium,No,Yes,No,Purple,Yes,Green,Porous,Porous,Coarse,Brown,No,Bunch,Rapid,1.5,No,No,Moderate,No,None,No,Erect,None,
83748,,,,,,,,,,,,,,,,,,,,,,,,,,,
91870,,,,,,,,,,,,,,,,,,,,,,,,,,,
89856,,,,,,,,,,,,,,,,,,,,,,,,,,,
36117,Spring and Summer,Slow,None,,No,No,No,Yellow,Yes,Green,Moderate,Porous,Fine,Brown,No,Single Stem,Rapid,4.9,No,No,Moderate,No,None,No,Erect,Severe,
36143,Spring,Slow,None,,No,No,No,Yellow,Yes,Green,Moderate,Porous,Medium,Brown,No,Multiple Stem,Moderate,3.2,No,No,Short,No,None,No,Erect,None,
36186,Spring and Summer,Slow,None,,No,Yes,No,Yellow,Yes,Dark Green,Moderate,Porous,Medium,Brown,No,Rhizomatous,Moderate,5.6,No,No,Moderate,No,None,No,Erect,None,
36212,,,,,,,,,,,,,,,,,,,,,,,,,,,
36227,,,,,,,,,,,,,,,,,,,,,,,,,,,
36245,"Spring, Summer, Fall",Slow,None,Medium,No,Yes,No,Yellow,Yes,Dark Green,Moderate,Porous,Coarse,Brown,No,Rhizomatous,Moderate,5.0,No,No,Moderate,No,None,No,Erect,None,
36265,Summer and Fall,Moderate,None,Low,No,No,No,Yellow,Yes,Green,Moderate,Porous,Coarse,Brown,No,Rhizomatous,Rapid,5.0,No,No,Moderate,No,None,No,Erect,None,
36339,Spring and Summer,Slow,None,,No,Yes,No,Yellow,Yes,Yellow-Green,Dense,Porous,Coarse,Brown,No,Rhizomatous,Rapid,9.8,No,No,Moderate,No,None,No,Erect,None,
36349,,,,,,,,,,,,,,,,,,,,,,,,,,,
73127,,,,,,,,,,,,,,,,,,,,,,,,,,,
73132,,,,,,,,,,,,,,,,,,,,,,,,,,,
73126,,,,,,,,,,,,,,,,,,,,,,,,,,,
74048,Spring and Summer,Slow,None,Medium,No,No,No,White,Yes,Green,Porous,Porous,Coarse,Brown,No,Multiple Stem,Moderate,8.0,No,No,Short,No,None,No,Erect,Slight,
91943,,,,,,,,,,,,,,,,,,,,,,,,,,,
92054,,,,,,,,,,,,,,,,,,,,,,,,,,,
66037,"Spring, Summer, Fall",,None,Medium,No,No,No,Purple,Yes,Green,Moderate,Porous,Coarse,Brown,No,Multiple Stem,Moderate,8.0,No,No,Moderate,No,None,No,Erect,None,
66050,Spring,Slow,None,,No,No,No,White,Yes,Gray-Green,Moderate,Porous,Coarse,Brown,No,Multiple Stem,Rapid,6.6,No,No,Moderate,No,None,No,Erect,None,
48282,,,,,,,,,,,,,,,,,,,,,,,,,,,
48300,,,,,,,,,,,,,,,,,,,,,,,,,,,
92324,,,,,,,,,,,,,,,,,,,,,,,,,,,
87828,,,,,,,,,,,,,,,,,,,,,,,,,,,
28744,Spring,Slow,None,Medium,No,No,No,Yellow,Yes,Green,Porous,Porous,Coarse,Black,No,Single Crown,Moderate,0.8,No,No,Moderate,No,None,No,Erect,None,
83642,Summer,Slow,None,,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Single Crown,Rapid,4.9,No,No,,No,None,No,Erect,None,
83653,Summer,Slow,None,,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Single Crown,Rapid,8.2,No,No,,No,None,No,Erect,None,
27431,,,,,,,,,,,,,,,,,,,,,,,,,,,
27615,,,,,,,,,,,,,,,,,,,,,,,,,,,
27619,,,,,,,,,,,,,,,,,,,,,,,,,,,
27620,Spring,,None,,No,No,No,Blue,Yes,Green,Porous,Porous,Coarse,Black,No,Rhizomatous,Moderate,3.3,No,No,Moderate,No,None,No,Erect,None,
72325,,,,,,,,,,,,,,,,,,,,,,,,,,,
48923,Spring,,None,Medium,No,No,No,White,Yes,Dark Green,,,Fine,Brown,No,Rhizomatous,Rapid,2.5,No,No,,No,None,No,Erect,None,
16464,Summer,,None,,No,No,Yes,Green,No,Green,,,Fine,,No,Single Crown,Rapid,,No,No,Short,No,None,No,Decumbent,None,
79847,Summer,Slow,None,Medium,No,No,No,White,No,Green,Moderate,Porous,Medium,Yellow,No,Multiple Stem,Slow,2.6,No,No,Long,No,Medium,No,Erect,None,
79866,Summer,Moderate,None,High,No,Yes,Yes,White,Yes,Dark Green,Dense,Dense,Medium,Black,Yes,Multiple Stem,Moderate,6.0,No,No,Moderate,No,Medium,No,Erect,None,
37426,Spring and Summer,Moderate,None,Medium,No,No,No,Purple,Yes,Yellow-Green,Porous,Porous,Fine,Black,No,Single Stem,Moderate,5.0,No,No,Moderate,No,None,No,Erect,None,
37462,Summer,Slow,None,High,No,No,No,Purple,Yes,Green,Moderate,Porous,Coarse,Brown,No,Rhizomatous,Slow,4.5,No,No,Moderate,No,None,No,Erect,None,
37468,,,,,,,,,,,,,,,,,,,,,,,,,,,
28769,,,,,,,,,,,,,,,,,,,,,,,,,,,
28836,,,,,,,,,,,,,,,,,,,,,,,,,,,
42478,Spring,,None,Medium,No,No,No,Red,Yes,Green,,,Medium,Blue,No,Single Stem,Moderate,5.9,No,No,Moderate,No,None,No,Erect,None,
42561,,,,,,,,,,,,,,,,,,,,,,,,,,,
86072,,,,,,,,,,,,,,,,,,,,,,,,,,,
80872,,,,,,,,,,,,,,,,,,,,,,,,,,,
45838,Summer and Fall,Slow,None,High,No,No,No,White,No,Green,Moderate,Porous,Coarse,Brown,No,Single Crown,Moderate,1.8,No,No,Long,No,None,No,Erect,None,
45866,Spring and Summer,Slow,None,Low,No,No,No,White,Yes,Dark Green,Porous,Porous,Medium,Black,Yes,Stoloniferous,Moderate,4.0,No,No,Moderate,No,None,No,Erect,None,
28891,,,,,,,,,,,,,,,,,,,,,,,,,,,
27143,,,,,,,,,,,,,,,,,,,,,,,,,,,
45887,Spring,Slow,None,,No,No,No,White,Yes,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Moderate,2.6,No,No,Short,No,None,No,Erect,None,
45201,Spring,Slow,None,,No,No,No,Blue,Yes,Green,Moderate,Porous,Coarse,,No,Single Stem,Moderate,2.3,No,No,Moderate,No,None,No,Erect,None,
92484,,,,,,,,,,,,,,,,,,,,,,,,,,,
51235,Spring,Slow,None,,No,No,No,Blue,Yes,Green,Porous,Porous,Medium,Black,No,Single Stem,Rapid,2.3,No,No,Short,No,None,No,Erect,None,
51509,,,,,,,,,,,,,,,,,,,,,,,,,,,
45953,,,,,,,,,,,,,,,,,,,,,,,,,,,
45955,Spring,Slow,None,,No,No,No,Red,Yes,Gray-Green,Moderate,Porous,Medium,Brown,No,Single Stem,Moderate,4.9,No,No,Moderate,No,None,No,Erect,None,
45971,,,,,,,,,,,,,,,,,,,,,,,,,,,
45974,,,,,,,,,,,,,,,,,,,,,,,,,,,
71666,,,,,,,,,,,,,,,,,,,,,,,,,,,
71742,,,,,,,,,,,,,,,,,,,,,,,,,,,
86182,"Spring, Summer, Fall",Slow,None,Medium,No,No,No,Yellow,Yes,Green,Dense,Porous,Coarse,Brown,No,Single Crown,Rapid,5.0,No,No,Short,No,None,No,Erect,None,
86339,Spring and Summer,Slow,None,,No,No,No,,Yes,Green,Moderate,Porous,Medium,Brown,No,Multiple Stem,Moderate,3.3,No,No,Moderate,No,None,No,Erect,None,
56850,,,,,,,,,,,,,,,,,,,,,,,,,,,
16384,,,,,,,,,,,,,,,,,,,,,,,,,,,
75287,,,,,,,,,,,,,,,,,,,,,,,,,,,
38300,,,,,,,,,,,,,,,,,,,,,,,,,,,
38305,Spring,Slow,None,,No,No,No,Yellow,Yes,Green,Porous,,Fine,Brown,No,Rhizomatous,Moderate,3.9,No,No,Short,No,None,No,Erect,None,
38436,,,,,,,,,,,,,,,,,,,,,,,,,,,
57782,,,,,,,,,,,,,,,,,,,,,,,,,,,
57792,,,,,,,,,,,,,,,,,,,,,,,,,,,
16390,Spring,Slow,None,,No,No,Yes,Yellow,Yes,Green,Moderate,Porous,Coarse,Brown,No,Bunch,Slow,2.3,No,No,Moderate,No,None,No,Erect,None,
51852,,,,,,,,,,,,,,,,,,,,,,,,,,,
51926,Spring and Summer,Slow,None,High,No,No,No,Purple,Yes,Red,Porous,Porous,Fine,Brown,No,Rhizomatous,Moderate,4.0,No,No,Moderate,No,None,No,Erect,None,
52048,,,,,,,,,,,,,,,,,,,,,,,,,,,
52088,,,,,,,,,,,,,,,,,,,,,,,,,,,
52182,,,,,,,,,,,,,,,,,,,,,,,,,,,
87864,Spring,Slow,None,,No,No,No,Yellow,No,Green,Porous,Porous,Medium,,No,Stoloniferous,Slow,2.6,No,No,Moderate,No,None,No,Erect,None,
61592,,,,,,,,,,,,,,,,,,,,,,,,,,,
59981,,,,,,,,,,,,,,,,,,,,,,,,,,,
54581,,,,,,,,,,,,,,,,,,,,,,,,,,,
54583,,,,,,,,,,,,,,,,,,,,,,,,,,,
54611,Spring and Summer,Slow,None,High,No,No,No,Purple,Yes,Green,Moderate,Porous,Medium,Brown,No,Multiple Stem,Rapid,3.0,No,No,Long,No,None,No,Erect,None,
54638,Spring and Summer,Slow,None,High,No,No,No,Red,Yes,Green,Moderate,Porous,Medium,Brown,No,Single Crown,Moderate,3.0,No,No,Moderate,No,None,No,Erect,None,
54725,,,,,,,,,,,,,,,,,,,,,,,,,,,
54789,,,,,,,,,,,,,,,,,,,,,,,,,,,
54790,"Spring, Summer, Fall",Slow,None,Medium,No,Yes,Yes,Purple,Yes,Green,Dense,Porous,Fine,,No,Stoloniferous,Rapid,0.5,No,No,Moderate,No,None,No,Prostrate,None,
46245,,,,,,,,,,,,,,,,,,,,,,,,,,,
72389,,,,,,,,,,,,,,,,,,,,,,,,,,,
54898,,,,,,,,,,,,,,,,,,,,,,,,,,,
29031,,,,,,,,,,,,,,,,,,,,,,,,,,,
61205,Summer,,None,,No,No,Yes,Yellow,No,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,0.1,No,No,Moderate,No,None,No,Prostrate,None,
61392,Summer,,None,,No,No,No,Green,No,Dark Green,Porous,Porous,Fine,Green,No,Single Crown,Slow,,No,No,Moderate,No,None,No,Decumbent,None,
61462,Summer,Slow,None,Medium,No,No,No,Red,Yes,Green,Moderate,Porous,Medium,Black,No,Single Crown,Moderate,3.9,No,No,,No,None,No,Erect,None,
61516,Summer,Slow,None,,No,No,No,White,Yes,Green,Moderate,Porous,Medium,Black,No,Single Crown,Moderate,3.2,No,No,Short,No,None,No,Erect,None,
29532,Spring,Slow,None,,No,No,No,Blue,Yes,Green,Moderate,Porous,Coarse,,No,Bunch,Moderate,3.2,No,No,Moderate,No,None,No,Erect,None,
16105,Summer,,None,Medium,No,No,No,Green,No,Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Rapid,,No,No,Short,No,None,No,Prostrate,None,
46300,Spring and Summer,Slow,None,Medium,No,No,No,Purple,Yes,Gray-Green,Moderate,Porous,Coarse,Green,No,Stoloniferous,Rapid,1.5,No,No,Moderate,No,None,No,Decumbent,None,
46333,,,,,,,,,,,,,,,,,,,,,,,,,,,
46345,,,,,,,,,,,,,,,,,,,,,,,,,,,
46359,,,,,,,,,,,,,,,,,,,,,,,,,,,
46373,,,,,,,,,,,,,,,,,,,,,,,,,,,
73194,Spring and Summer,Slow,None,,No,No,No,Yellow,No,Green,Porous,Porous,Medium,Black,No,Multiple Stem,Moderate,2.8,No,No,Short,No,None,No,Erect,None,
73366,Spring,Slow,None,,No,No,No,Yellow,Yes,Gray-Green,Moderate,Porous,Medium,Yellow,No,Single Stem,Rapid,2.5,No,No,Moderate,No,None,No,Erect,None,
84572,,,,,,,,,,,,,,,,,,,,,,,,,,,
39449,,,,,,,,,,,,,,,,,,,,,,,,,,,
39478,"Fall, Winter and Spring",,None,Medium,No,No,No,Orange,Yes,Green,Porous,Porous,Coarse,Brown,No,Single Stem,Rapid,1.0,No,No,Short,No,None,No,Semi-Erect,None,
39504,Spring,Moderate,None,,No,Yes,No,Yellow,Yes,Gray-Green,Dense,Dense,Coarse,Brown,No,Rhizomatous,Rapid,8.2,No,No,Short,No,None,No,Erect,None,
39530,,,,,,,,,,,,,,,,,,,,,,,,,,,
49040,,,,,,,,,,,,,,,,,,,,,,,,,,,
15829,Spring,Slow,None,,No,No,No,Yellow,Yes,Green,Moderate,Porous,Medium,,No,Bunch,Moderate,4.9,No,No,Moderate,No,None,No,Erect,None,
46470,,,,,,,,,,,,,,,,,,,,,,,,,,,
72090,,,,,,,,,,,,,,,,,,,,,,,,,,,
72290,,,,,,,,,,,,,,,,,,,,,,,,,,,
46588,,,,,,,,,,,,,,,,,,,,,,,,,,,
87946,,,,,,,,,,,,,,,,,,,,,,,,,,,
88052,,,,,,,,,,,,,,,,,,,,,,,,,,,
82342,,,,,,,,,,,,,,,,,,,,,,,,,,,
82366,Spring and Summer,Slow,Low,,No,No,No,Yellow,Yes,Green,Moderate,,Medium,Brown,No,Single Stem,Rapid,6.6,No,No,Moderate,No,Medium,No,Erect,None,
91720,,,,,,,,,,,,,,,,,,,,,,,,,,,
58049,,,,,,,,,,,,,,,,,,,,,,,,,,,
58258,,,,,,,,,,,,,,,,,,,,,,,,,,,
58330,,,,,,,,,,,,,,,,,,,,,,,,,,,
39867,Summer,,None,,No,No,No,Yellow,Yes,Green,Moderate,Porous,Coarse,Brown,No,,Rapid,6.0,No,No,,No,None,No,,None,
39887,,,,,,,,,,,,,,,,,,,,,,,,,,,
27691,Spring and Summer,Slow,None,High,No,No,No,Blue,Yes,Green,Moderate,Porous,Fine,Black,No,Bunch,Moderate,2.0,No,No,Short,No,None,No,Erect,None,
27760,,,,,,,,,,,,,,,,,,,,,,,,,,,
39957,Spring and Summer,Moderate,None,High,No,No,No,Yellow,Yes,Green,Dense,Porous,Coarse,Brown,No,Rhizomatous,Rapid,3.5,No,No,Long,No,None,No,Erect,None,
39948,,,,,,,,,,,,,,,,,,,,,,,,,,,
39952,Spring and Summer,Slow,None,High,No,Yes,No,Yellow,Yes,Dark Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,3.0,No,No,Short,No,None,No,Erect,None,
39995,"Spring, Summer, Fall",Slow,None,High,No,Yes,No,Yellow,Yes,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,3.0,No,No,Short,No,None,No,Erect,None,
39998,Summer,Slow,None,,No,Yes,No,Yellow,Yes,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,8.2,No,No,Moderate,No,None,No,Erect,None,
40024,,,,,,,,,,,,,,,,,,,,,,,,,,,
40070,Spring and Summer,Rapid,None,Medium,No,No,No,Yellow,Yes,Green,Moderate,Porous,Medium,Brown,No,Rhizomatous,Rapid,2.0,No,No,Short,No,None,No,Decumbent,None,
40081,,,,,,,,,,,,,,,,,,,,,,,,,,,
40102,,,,,,,,,,,,,,,,,,,,,,,,,,,
40105,,,,,,,,,,,,,,,,,,,,,,,,,,,
40120,Spring and Summer,Moderate,None,High,No,No,No,Yellow,Yes,Green,Dense,Porous,Coarse,Brown,No,Rhizomatous,Rapid,3.3,No,No,Moderate,No,None,No,Erect,None,
40183,,,,,,,,,,,,,,,,,,,,,,,,,,,
30717,Spring and Summer,Slow,None,Low,No,No,No,White,Yes,Green,Porous,Porous,Fine,Brown,No,Single Crown,Moderate,1.5,No,No,Short,No,None,No,Erect,None,
46776,Spring and Summer,Slow,None,High,No,No,No,Purple,Yes,Green,Moderate,Porous,Coarse,Brown,No,Single Crown,Moderate,25.0,No,No,Moderate,No,None,No,Erect,None,
40476,,,,,,,,,,,,,,,,,,,,,,,,,,,
40483,"Spring, Summer, Fall",Slow,None,Medium,No,Yes,No,Purple,Yes,Gray-Green,Moderate,Moderate,Medium,Brown,No,Rhizomatous,Moderate,5.0,No,No,Short,No,None,No,Erect,None,
40672,,,,,,,,,,,,,,,,,,,,,,,,,,,
40703,"Spring, Summer, Fall",Slow,None,Medium,No,Yes,No,White,Yes,Green,Porous,Porous,Coarse,Brown,No,Single Crown,Moderate,5.0,No,No,Short,No,None,No,Semi-Erect,None,
40770,,,,,,,,,,,,,,,,,,,,,,,,,,,
40782,"Spring, Summer, Fall",Moderate,None,Medium,No,Yes,No,Purple,Yes,Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Moderate,6.0,No,No,Short,No,None,No,Erect,None,
40799,,,,,,,,,,,,,,,,,,,,,,,,,,,
40863,"Spring, Summer, Fall",Moderate,None,Medium,No,Yes,No,Purple,Yes,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,3.0,No,No,Short,No,None,No,Erect,None,
40911,"Spring, Summer, Fall",Slow,None,Medium,No,Yes,No,Blue,Yes,Green,Moderate,Porous,Medium,Brown,No,Rhizomatous,Slow,8.1,No,No,Moderate,No,None,No,Erect,None,
16426,Spring,Slow,None,,No,No,Yes,Purple,Yes,Green,Moderate,Porous,Coarse,,No,Rhizomatous,Moderate,2.0,No,No,Moderate,No,None,No,Erect,None,
41140,Spring and Fall,Moderate,None,Low,No,No,No,Yellow,Yes,Green,Porous,Porous,Coarse,Brown,No,Single Crown,Rapid,0.5,No,No,Short,No,None,No,Prostrate,None,
46862,Spring and Summer,Slow,None,,No,No,No,Purple,Yes,White-Gray,Porous,Porous,Medium,Brown,No,Single Stem,Moderate,3.3,No,No,Moderate,No,None,No,Erect,None,
73609,,,,,,,,,,,,,,,,,,,,,,,,,,,
73633,,,,,,,,,,,,,,,,,,,,,,,,,,,
73640,,,,,,,,,,,,,,,,,,,,,,,,,,,
73649,,,,,,,,,,,,,,,,,,,,,,,,,,,
92518,,,,,,,,,,,,,,,,,,,,,,,,,,,
17027,Spring,Slow,None,,No,No,No,Blue,Yes,Green,Porous,Porous,Medium,Black,No,Single Stem,Rapid,1.1,No,No,Short,No,None,No,Erect,None,
73664,,,,,,,,,,,,,,,,,,,,,,,,,,,
46917,,,,,,,,,,,,,,,,,,,,,,,,,,,
29217,,,,,,,,,,,,,,,,,,,,,,,,,,,
15946,Summer,,None,Low,No,No,Yes,,No,Green,,,Fine,Green,No,Stoloniferous,Rapid,1.0,No,No,Short,No,None,No,Decumbent,None,
47330,,,,,,,,,,,,,,,,,,,,,,,,,,,
41717,Summer,Slow,None,,No,Yes,No,Purple,Yes,Dark Green,Moderate,Porous,Medium,Brown,No,Multiple Stem,Moderate,6.6,No,No,Short,No,None,No,Erect,None,
52579,Spring and Summer,Slow,None,Medium,No,No,Yes,Blue,Yes,Green,Porous,Porous,Fine,Yellow,No,Rhizomatous,Rapid,0.8,No,No,Short,No,None,No,Decumbent,None,
69604,,,,,,,,,,,,,,,,,,,,,,,,,,,
69719,,,,,,,,,,,,,,,,,,,,,,,,,,,
69760,Spring and Summer,Slow,None,Low,No,No,No,Yellow,Yes,Dark Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,1.3,No,No,Short,No,None,No,Decumbent,None,
69816,Spring,Moderate,None,Low,No,No,No,Purple,Yes,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,0.3,No,No,Short,No,None,No,Semi-Erect,None,
69824,,,,,,,,,,,,,,,,,,,,,,,,,,,
27210,,,,,,,,,,,,,,,,,,,,,,,,,,,
74665,,,,,,,,,,,,,,,,,,,,,,,,,,,
92814,Spring and Summer,,None,High,Yes,Yes,No,White,No,Green,Dense,Porous,Coarse,Brown,Yes,Multiple Stem,Rapid,60.0,No,No,Short,No,None,Yes,Erect,None,35
92846,Spring and Summer,,None,High,Yes,Yes,No,Red,Yes,Green,Dense,Porous,Medium,Red,Yes,Single Stem,Rapid,68.0,No,No,Short,No,None,Yes,Rounded,Slight,35
92860,Spring and Summer,,None,High,Yes,Yes,No,Yellow,Yes,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Rapid,90.0,No,No,Moderate,No,None,Yes,Rounded,None,45
92865,Spring and Summer,,None,High,No,Yes,No,Green,No,Green,Dense,Porous,Coarse,Brown,No,Single Stem,Slow,100.0,Yes,No,Long,No,None,Yes,Erect,None,20
93131,Spring and Summer,,None,High,No,Yes,No,Yellow,Yes,Green,Dense,Porous,Coarse,Brown,Yes,Single Stem,Moderate,65.0,No,No,Long,No,None,Yes,Erect,Severe,30
69950,Spring and Summer,,None,High,No,No,No,Yellow,No,Green,Dense,Porous,Medium,Brown,No,Single Stem,Slow,75.0,Yes,No,Moderate,No,None,No,Erect,None,25
69974,Spring and Summer,,None,High,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Moderate,60.0,No,No,Moderate,No,None,Yes,Erect,None,15
69997,Spring and Summer,,None,Medium,Yes,No,No,Brown,No,Green,Moderate,Porous,Medium,Brown,No,Multiple Stem,Rapid,70.0,No,No,Short,No,None,Yes,Erect,None,35
70004,Spring and Summer,,None,Medium,Yes,Yes,No,Yellow,Yes,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Rapid,70.0,No,No,Moderate,No,None,Yes,Erect,None,40
70649,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,Yes,Single Stem,Slow,85.0,No,No,Moderate,No,None,Yes,Erect,None,18
70586,Spring and Summer,,None,High,No,Yes,No,Green,No,Green,Dense,Porous,Coarse,Brown,Yes,Single Stem,Slow,75.0,No,No,Moderate,No,None,Yes,Erect,None,30
70594,Spring and Summer,,None,High,No,Yes,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,Yes,Single Stem,Slow,80.0,No,No,Moderate,No,None,Yes,Erect,None,30
70608,Spring and Summer,,None,High,No,No,No,Yellow,No,Yellow-Green,Dense,Porous,Fine,Brown,Yes,Single Stem,Slow,120.0,No,No,Long,No,None,Yes,Erect,None,35
70622,Spring and Summer,,None,High,No,Yes,No,Yellow,Yes,Green,Moderate,Porous,Coarse,Brown,Yes,Single Stem,Slow,75.0,No,No,Long,No,None,Yes,Erect,None,15
49194,Spring,,None,High,No,Yes,No,White,Yes,Dark Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Rapid,60.0,No,No,Long,No,Low,Yes,Erect,None,20
70944,Spring and Summer,,None,High,No,Yes,No,Green,No,Green,Dense,Porous,Coarse,Purple,No,Single Stem,Rapid,60.0,No,No,Moderate,No,None,Yes,Erect,None,26
64536,Spring and Summer,,None,High,Yes,Yes,Yes,Yellow,No,Dark Green,Moderate,Porous,Medium,Orange,Yes,Single Crown,Slow,55.0,No,No,Long,No,None,Yes,Irregular,None,25
70143,Spring and Summer,,None,High,No,Yes,No,Yellow,No,Green,Dense,Dense,Medium,Brown,No,Single Stem,Slow,80.0,No,No,Long,No,None,Yes,Erect,None,30
49739,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Fine,Brown,Yes,Single Stem,Moderate,90.0,No,No,Moderate,No,None,Yes,Erect,None,40
49771,Spring and Summer,,None,Medium,No,No,No,White,No,Green,Dense,Porous,Coarse,Brown,No,Single Stem,Slow,65.0,No,No,Moderate,No,None,Yes,Erect,None,20
49774,Spring and Summer,,None,High,Yes,Yes,No,Green,Yes,Yellow-Green,Dense,Moderate,Coarse,Brown,No,Single Crown,Rapid,80.0,No,No,Short,No,None,Yes,Irregular,None,35
79383,Spring and Summer,,None,Medium,Yes,Yes,No,Yellow,No,Green,Moderate,Porous,Medium,Green,Yes,Single Stem,Rapid,70.0,No,No,Moderate,No,None,Yes,Rounded,None,35
74958,Spring and Summer,,None,High,No,Yes,No,Yellow,No,Green,Dense,Dense,Coarse,Red,Yes,Single Stem,Slow,40.0,No,Yes,Moderate,No,None,Yes,Erect,None,20
70665,Spring and Summer,,None,High,Yes,Yes,No,Green,No,Green,Moderate,Porous,Coarse,Brown,Yes,Single Stem,Rapid,80.0,Yes,No,Short,No,None,Yes,Erect,Slight,20
70684,Spring,,None,High,Yes,No,No,Yellow,No,Green,Porous,Porous,Medium,Brown,Yes,Single Stem,Rapid,100.0,Yes,No,Moderate,No,None,Yes,Erect,Slight,35
15261,Spring and Summer,,None,High,No,No,No,Green,No,Green,Dense,Dense,Medium,White,Yes,Single Stem,Slow,50.0,Yes,No,Moderate,No,None,Yes,Conical,Slight,25
70557,Spring and Summer,,None,High,Yes,Yes,No,Green,No,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Rapid,100.0,No,No,Long,No,None,Yes,Erect,None,45
71551,Spring and Summer,,None,High,Yes,Yes,No,Yellow,Yes,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Rapid,120.0,No,No,Moderate,No,None,Yes,Erect,None,50
71553,Spring and Summer,,None,High,No,Yes,No,Yellow,Yes,Green,Dense,Porous,Coarse,Red,Yes,Single Stem,Rapid,100.0,No,No,Moderate,No,None,Yes,Irregular,None,40
70892,Spring and Summer,,None,High,Yes,No,No,Green,No,Green,Moderate,Porous,Medium,Purple,Yes,Single Stem,Moderate,70.0,No,No,Moderate,No,None,Yes,Rounded,None,45
