Id,Active Growth Period,After Harvest Regrowth Rate,Bloat,C:N Ratio,Coppice Potential,Fall Conspicuous,Fire Resistant,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit/Seed Color,Fruit/Seed Conspicuous,Growth Form,Growth Rate,"Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Low Growing Grass,Nitrogen Fixation,Resprout Ability,Shape and Orientation,Toxicity,"Height at 20 Years, Maximum (feet)"
75248,Spring and Summer,,None,High,Yes,Yes,No,Green,No,Green,Dense,Porous,Coarse,Blue,No,Single Stem,Moderate,95.0,No,No,Moderate,No,None,Yes,Erect,None,30
65298,Spring and Summer,,None,High,Yes,Yes,No,White,Yes,Green,Moderate,Porous,Coarse,Brown,No,Single Stem,Slow,35.0,No,No,Moderate,No,None,Yes,Columnar,None,20
15448,Spring and Summer,,None,High,No,No,No,Yellow,No,Green,Dense,Dense,Medium,Brown,No,Single Stem,Rapid,100.0,No,Yes,Moderate,No,None,Yes,Conical,None,60
15545,Spring and Summer,,None,High,No,No,No,Yellow,No,Green,Dense,Dense,Medium,Brown,No,Single Stem,,50.0,No,Yes,Long,No,None,No,Conical,None,25
15556,Spring and Summer,,None,High,No,No,Yes,Green,No,Yellow-Green,Moderate,Moderate,Medium,Brown,Yes,Single Stem,Rapid,80.0,No,Yes,Moderate,No,None,Yes,Erect,None,20
15568,Spring and Summer,,None,High,No,No,No,Red,No,Dark Green,Dense,Dense,Fine,Brown,Yes,Single Stem,Rapid,150.0,No,Yes,Moderate,No,None,No,Erect,None,40
15576,Spring and Summer,,None,High,No,No,Yes,,No,Green,Dense,Dense,Medium,Brown,No,Single Stem,Rapid,100.0,No,Yes,Moderate,No,None,No,Rounded,None,50
15586,Spring and Summer,,None,High,No,No,No,,No,Green,Dense,Dense,Coarse,Brown,No,Single Stem,Rapid,70.0,No,Yes,Moderate,No,None,No,Irregular,None,25
70568,Spring and Summer,,None,High,Yes,Yes,No,Red,No,Green,Dense,Porous,Coarse,Brown,Yes,Single Stem,Rapid,100.0,No,No,Long,No,None,Yes,Erect,None,65
67422,Spring and Summer,,None,High,Yes,No,No,Yellow,No,Green,Moderate,Porous,Medium,White,Yes,Single Stem,Rapid,90.0,No,No,Short,No,None,Yes,Erect,None,80
67466,Spring and Summer,,None,Medium,Yes,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Rapid,65.0,No,No,Short,No,None,Yes,Erect,None,40
67496,Spring and Summer,,None,Medium,Yes,No,Yes,Blue,No,Green,Dense,Porous,Medium,White,No,Single Stem,Rapid,65.0,No,No,Short,No,None,Yes,Rounded,None,40
90650,Spring and Summer,,Low,High,Yes,No,No,White,Yes,Green,Moderate,Porous,Medium,Black,Yes,Multiple Stem,Rapid,80.0,No,No,Moderate,No,None,Yes,Erect,Severe,40
70172,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Slow,100.0,No,No,Long,No,None,Yes,Erect,None,25
70193,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Rapid,100.0,No,No,Long,No,None,Yes,Erect,None,30
70219,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Rapid,70.0,No,No,Long,No,None,Yes,Erect,None,30
70250,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,No,Single Stem,Moderate,75.0,No,No,Long,No,None,Yes,Erect,None,35
70379,Spring and Summer,,None,High,No,Yes,No,Yellow,No,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Moderate,80.0,No,No,Moderate,No,None,Yes,Erect,None,35
70412,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Moderate,Medium,Brown,No,Colonizing,Rapid,100.0,No,No,Moderate,No,None,Yes,Erect,None,40
70432,Spring and Summer,,None,High,No,Yes,No,Yellow,No,Green,Dense,Porous,Fine,Brown,Yes,Single Stem,Rapid,100.0,No,No,Long,No,None,Yes,Erect,None,60
70387,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Moderate,Porous,Coarse,Brown,Yes,Single Stem,Slow,73.0,No,No,Long,No,None,Yes,Erect,None,25
70448,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Medium,Brown,Yes,Single Stem,Moderate,81.0,No,No,Long,No,None,Yes,Erect,None,36
70488,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,No,Single Stem,Slow,60.0,No,No,Long,No,None,Yes,Erect,Moderate,25
70523,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,Yes,Single Stem,Moderate,80.0,No,No,Moderate,No,None,Yes,Erect,None,25
82163,Spring,,None,Medium,Yes,No,No,White,Yes,Green,Porous,Porous,Medium,Black,Yes,Multiple Stem,Rapid,60.0,No,No,Short,No,Medium,Yes,Erect,None,40
68068,Spring and Summer,,None,Medium,Yes,No,No,,No,Green,Moderate,Porous,Medium,,No,Multiple Stem,Rapid,100.0,No,No,Short,No,None,Yes,Erect,None,50
71455,Spring and Summer,,None,High,Yes,Yes,No,Yellow,Yes,Green,Moderate,Porous,Coarse,Blue,No,Single Stem,Moderate,75.0,No,No,Moderate,No,None,Yes,Irregular,None,24
66729,Spring and Summer,,None,High,Yes,Yes,No,Yellow,Yes,Green,Dense,Porous,Medium,Brown,No,Single Stem,Moderate,100.0,No,No,Moderate,No,None,Yes,Erect,None,60
15604,Spring and Summer,,None,High,No,No,No,Yellow,No,Dark Green,Dense,Dense,Fine,Brown,No,Single Stem,Slow,105.0,No,Yes,Long,No,None,No,Erect,None,22
70987,Spring and Summer,,None,High,Yes,Yes,No,Green,No,Green,Dense,Porous,Coarse,Brown,No,Single Stem,Rapid,120.0,No,No,Moderate,No,None,Yes,Erect,None,50
71006,Spring and Summer,,None,High,Yes,No,No,Yellow,No,Green,Moderate,Porous,Coarse,Brown,No,Single Stem,Rapid,85.0,No,No,Moderate,No,None,Yes,Erect,None,45
69928,Spring and Summer,,None,High,No,No,No,,No,Green,Dense,Porous,Coarse,Brown,No,Multiple Stem,Rapid,30.0,No,No,Moderate,No,Medium,No,Erect,None,12
76871,Summer,,None,High,Yes,Yes,No,Purple,Yes,Yellow-Green,Dense,Porous,Fine,Brown,Yes,Multiple Stem,Slow,15.0,No,No,Moderate,No,Medium,Yes,Rounded,Slight,6
88768,Spring and Summer,,None,High,No,Yes,No,White,Yes,Green,Moderate,Porous,Coarse,Red,Yes,Colonizing,Moderate,5.0,No,No,Moderate,No,None,No,Erect,None,5
88782,,,None,Medium,No,Yes,No,White,Yes,Red,Moderate,Moderate,Medium,Blue,No,Thicket Forming,,6.0,No,No,Short,No,None,No,Erect,Slight,15
71330,,,,,,,,,,,,,,,,,,,,,,,,,,,
49863,,,,,,,,,,,,,,,,,,,,,,,,,,,
87033,Spring and Summer,,None,High,No,No,No,Blue,No,Green,Dense,Moderate,Medium,Brown,No,Multiple Stem,Slow,3.0,No,No,Moderate,No,Low,Yes,Semi-Erect,None,3
47594,Spring,,None,Medium,No,No,No,White,Yes,Green,Moderate,Porous,Coarse,White,Yes,Multiple Stem,Moderate,15.0,No,No,Short,No,None,Yes,Erect,None,15
64788,Spring and Summer,,None,High,No,No,No,White,No,Green,Moderate,Porous,Coarse,Brown,Yes,Multiple Stem,Moderate,16.0,No,No,Moderate,No,None,No,Erect,None,16
75152,Spring and Summer,,None,High,Yes,No,No,White,Yes,Green,Dense,Moderate,Coarse,Green,Yes,Stoloniferous,Moderate,7.0,No,No,Moderate,No,None,No,Semi-Erect,None,7
75196,Spring and Summer,,None,High,No,No,No,White,Yes,Green,Dense,Moderate,Coarse,Brown,Yes,Rhizomatous,Moderate,10.0,No,No,Moderate,No,None,Yes,Erect,None,6
70074,Spring and Summer,,None,High,No,No,No,White,No,Green,Moderate,Porous,Coarse,Brown,Yes,Multiple Stem,Moderate,10.0,No,No,Short,No,None,No,Erect,None,10
70081,Spring and Summer,,None,,No,No,No,Yellow,No,Green,Dense,Moderate,Coarse,Brown,Yes,Multiple Stem,Moderate,15.0,No,No,Long,No,None,Yes,Erect,None,15
42692,Spring,,None,High,No,No,No,Purple,Yes,Dark Green,Dense,Moderate,Medium,Brown,No,Multiple Stem,Slow,2.4,No,No,Long,No,None,Yes,Erect,None,2
65141,Spring,,None,High,No,No,No,White,Yes,Green,Moderate,Porous,Medium,Brown,No,Multiple Stem,Moderate,13.0,No,No,Moderate,No,None,Yes,Erect,None,13
68275,Spring and Summer,,None,High,Yes,No,No,Green,No,Green,Dense,Moderate,Coarse,Brown,No,Multiple Stem,Rapid,12.0,No,No,Moderate,No,None,Yes,Erect,None,12
75018,Spring and Summer,,None,Medium,No,Yes,Yes,Green,No,Dark Green,Porous,Porous,Fine,Yellow,Yes,Multiple Stem,Moderate,6.0,No,No,Moderate,No,None,Yes,Erect,None,8
87257,,,None,,No,No,No,Yellow,No,Green,Moderate,Porous,Coarse,Black,No,Single Crown,Moderate,20.0,No,No,Short,No,None,No,Erect,,35
65159,"Spring, Summer, Fall",,None,High,No,Yes,No,White,Yes,Dark Green,Dense,Dense,Coarse,Red,Yes,Stoloniferous,Slow,0.5,No,No,Long,No,None,Yes,Prostrate,None,
65162,Spring and Summer,,None,High,No,No,No,White,Yes,Green,Dense,Moderate,Medium,Black,No,Multiple Stem,Slow,4.0,No,No,Long,No,None,Yes,Erect,None,2
70550,Spring and Summer,,None,Medium,No,No,No,Yellow,Yes,Green,Dense,Porous,Coarse,Brown,Yes,Multiple Stem,Slow,20.0,No,No,Long,No,None,Yes,Semi-Erect,None,15
88398,,,,,,,,,,,,,,,,,,,,,,,,,,,
68451,Spring,,None,,No,No,No,Yellow,No,Green,Dense,Moderate,Fine,Brown,No,Multiple Stem,Slow,6.6,No,No,Moderate,No,None,Yes,Erect,None,
68521,Spring and Summer,,None,High,No,No,No,Yellow,Yes,Green,Moderate,Porous,Medium,Brown,No,Single Crown,Moderate,3.2,No,No,Moderate,No,None,No,Erect,None,
74925,Spring and Summer,,None,,Yes,No,No,Yellow,No,Dark Green,Dense,Moderate,Medium,Red,Yes,Multiple Stem,Rapid,33.0,No,No,Moderate,No,None,Yes,Erect,Slight,33
74928,Summer and Fall,,None,High,No,No,Yes,White,No,Green,Moderate,Porous,Coarse,Black,Yes,Multiple Stem,Slow,8.0,No,Yes,Long,No,None,No,Erect,None,5
74975,Spring and Summer,,None,High,No,Yes,No,White,No,Green,Dense,Moderate,Coarse,Red,Yes,Multiple Stem,Moderate,9.0,No,No,Moderate,No,None,Yes,Climbing,None,6
88116,Spring,,None,Medium,No,No,No,White,Yes,Green,Porous,Porous,Medium,Brown,No,Stoloniferous,Slow,10.0,No,No,Short,No,None,No,Erect,None,10
65203,Spring and Summer,,None,High,No,No,No,Purple,Yes,Green,Moderate,Moderate,Coarse,Brown,No,Multiple Stem,Slow,6.0,No,Yes,Long,No,None,Yes,Semi-Erect,None,5
65252,Spring and Summer,,None,High,No,Yes,Yes,White,Yes,Green,Dense,Dense,Coarse,Brown,Yes,Multiple Stem,Moderate,4.0,No,Yes,Moderate,No,None,Yes,Semi-Erect,None,4
71391,Spring and Summer,,None,Medium,No,No,No,White,Yes,Green,Moderate,Porous,Coarse,Red,No,Multiple Stem,Slow,12.0,No,No,Long,No,None,Yes,Erect,None,12
70717,Spring and Summer,,None,High,No,No,No,White,No,Green,,Moderate,Coarse,Blue,Yes,Rhizomatous,Moderate,10.0,No,Yes,Long,No,None,No,Erect,None,10
70735,Spring and Summer,,None,High,No,No,No,Yellow,No,Green,Dense,Moderate,Coarse,Blue,Yes,Colonizing,Slow,7.0,No,No,Long,No,Medium,Yes,Semi-Erect,None,9
88445,,,,,,,,,,,,,,,,,,,,,,,,,,,
90185,Spring and Summer,,None,High,No,Yes,No,Purple,No,Green,Dense,Moderate,Medium,Orange,Yes,Multiple Stem,Slow,10.0,No,No,Moderate,No,None,Yes,Erect,None,10
65308,,,,,,,,,,,,,,,,,,,,,,,,,,,
65346,,,,,,,,,,,,,,,,,,,,,,,,,,,
65369,Spring and Summer,,None,High,No,Yes,Yes,Red,Yes,Dark Green,Dense,Dense,Coarse,Brown,No,Multiple Stem,Slow,25.0,Yes,Yes,Long,No,None,Yes,Semi-Erect,Moderate,15
65380,Spring and Summer,,None,High,No,No,No,Purple,Yes,Green,Moderate,Moderate,Medium,Brown,No,Multiple Stem,Moderate,10.0,No,No,Moderate,No,None,Yes,Erect,None,4
65385,,,,,,,,,,,,,,,,,,,,,,,,,,,
65397,Spring,,None,,No,No,No,Red,Yes,Green,Moderate,Porous,Medium,,No,Multiple Stem,Slow,16.0,No,No,Moderate,No,None,No,Erect,None,13
92934,,,,,,,,,,,,,,,,,,,,,,,,,,,
92952,Spring and Summer,,None,High,No,Yes,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,Yes,Rhizomatous,Moderate,8.0,No,No,Moderate,No,None,Yes,Erect,None,8
92963,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,Yes,Rhizomatous,Moderate,12.0,No,No,Short,No,None,Yes,Erect,None,12
88312,,,,,,,,,,,,,,,,,,,,,,,,,,,
82146,,,,,,,,,,,,,,,,,,,,,,,,,,,
90793,Spring and Summer,,None,,No,No,No,White,Yes,Green,Dense,Moderate,Medium,Red,Yes,Multiple Stem,Moderate,5.0,No,No,Moderate,No,None,Yes,Erect,None,5
90894,Summer,,Medium,,No,No,No,Red,Yes,Green,Moderate,Porous,Fine,Yellow,Yes,Rhizomatous,Moderate,8.2,No,No,Long,No,None,Yes,Erect,None,8
90954,Spring and Summer,,None,Medium,No,Yes,No,Purple,Yes,Green,Dense,Moderate,Medium,Red,Yes,Rhizomatous,Moderate,6.0,No,No,Moderate,No,None,Yes,Semi-Erect,None,6
91009,Spring and Summer,,None,Low,No,No,No,White,Yes,Green,Moderate,Porous,Coarse,Black,Yes,Thicket Forming,Rapid,6.0,No,No,Short,No,None,Yes,Erect,None,6
91167,Spring and Summer,,None,Medium,No,No,No,White,Yes,Green,Dense,Porous,Coarse,Black,Yes,Thicket Forming,Rapid,3.0,No,No,Short,No,None,Yes,Prostrate,None,
91250,Spring,,None,,No,No,No,White,Yes,Gray-Green,Dense,Moderate,Medium,Black,Yes,Single Stem,Moderate,2.0,No,No,Moderate,No,None,Yes,Prostrate,None,
91407,Spring and Summer,,None,Low,No,No,No,White,Yes,Green,Moderate,Porous,Coarse,Purple,Yes,Thicket Forming,Rapid,6.0,No,No,Short,No,None,Yes,Erect,None,5
91409,Spring and Summer,,None,High,No,No,No,Purple,Yes,Green,Dense,Porous,Coarse,Red,Yes,Thicket Forming,Rapid,5.0,No,No,Short,No,None,Yes,Semi-Erect,None,5
67871,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Dark Green,Dense,Moderate,Coarse,Brown,No,Multiple Stem,Rapid,10.0,No,No,Moderate,No,None,Yes,Semi-Erect,None,10
42834,Spring and Summer,,None,High,No,Yes,No,White,Yes,Green,Dense,Porous,Medium,Blue,Yes,Multiple Stem,Rapid,7.0,No,No,Moderate,No,None,Yes,Erect,None,7
42863,,,,,,,,,,,,,,,,,,,,,,,,,,,
91786,Spring and Summer,,None,Medium,No,No,No,White,Yes,Green,Dense,Moderate,Fine,Brown,No,Multiple Stem,Moderate,3.0,No,No,Moderate,No,None,Yes,Semi-Erect,None,3
42905,Spring and Summer,,None,High,No,Yes,Yes,White,No,Green,Dense,Moderate,Coarse,Red,Yes,Rhizomatous,Moderate,2.0,No,No,Moderate,No,None,Yes,Erect,None,2
65417,Spring and Summer,,None,Medium,No,No,No,White,No,Green,Porous,Porous,Medium,Blue,Yes,Multiple Stem,Moderate,2.0,No,No,Moderate,No,None,Yes,Erect,None,1
65446,Spring and Summer,,None,Medium,No,Yes,No,White,No,Green,Dense,Moderate,Medium,Blue,Yes,Multiple Stem,Moderate,12.0,No,No,Moderate,No,None,Yes,Erect,None,12
42933,Spring and Summer,,None,Medium,Yes,Yes,No,White,Yes,Green,Moderate,Porous,Medium,Red,Yes,Multiple Stem,Slow,6.0,No,No,Long,No,None,Yes,Erect,None,6
42949,,,,,,,,,,,,,,,,,,,,,,,,,,,
42980,Spring and Summer,,None,High,Yes,Yes,No,White,Yes,Green,Moderate,Porous,Coarse,Black,Yes,Multiple Stem,Slow,10.0,No,No,Long,No,None,Yes,Erect,None,10
42987,,,,,,,,,,,,,,,,,,,,,,,,,,,
42988,Spring and Summer,,None,Medium,Yes,No,No,White,Yes,Green,Moderate,Porous,Medium,Blue,No,Multiple Stem,Slow,15.0,No,No,Long,No,None,Yes,Erect,None,15
43016,Spring and Summer,,None,Medium,Yes,Yes,No,White,Yes,Green,Moderate,Porous,Medium,Black,Yes,Multiple Stem,Slow,16.0,No,No,Long,No,None,Yes,Erect,None,16
73676,,,,,,,,,,,,,,,,,,,,,,,,,,,
92842,Spring and Summer,,None,High,No,Yes,Yes,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Slow,35.0,Yes,No,Short,No,None,Yes,Erect,None,25
92875,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,No,Multiple Stem,Moderate,25.0,No,No,Moderate,No,None,Yes,Erect,None,25
69903,Spring and Summer,,None,High,No,No,No,,No,Green,Moderate,Porous,Coarse,Brown,No,Thicket Forming,Rapid,25.0,No,No,Short,No,Medium,No,Erect,None,15
88664,Spring and Summer,,None,Medium,No,Yes,No,White,Yes,Dark Green,Dense,Porous,Fine,Red,Yes,Single Stem,Slow,36.0,No,No,Moderate,No,None,Yes,Erect,None,25
88673,Spring and Summer,,None,Medium,No,Yes,Yes,White,Yes,Green,Dense,Porous,Coarse,Purple,Yes,Multiple Stem,Moderate,23.0,No,No,Long,No,None,Yes,Erect,None,20
88685,Spring and Summer,,None,High,Yes,Yes,No,White,Yes,Green,Moderate,Porous,Medium,Purple,Yes,Multiple Stem,Moderate,35.0,No,No,Short,No,None,Yes,Erect,None,30
74685,Spring and Summer,,None,High,Yes,No,No,White,Yes,Green,Porous,Porous,Coarse,Black,No,Multiple Stem,Moderate,20.0,No,No,Moderate,No,None,Yes,Erect,Slight,20
71503,Spring and Summer,,None,High,Yes,Yes,No,Purple,No,Dark Green,Moderate,Porous,Coarse,Brown,No,Single Stem,Slow,25.0,No,No,Short,No,None,Yes,Erect,None,25
70066,Spring and Summer,,None,High,No,Yes,No,Orange,Yes,Green,Dense,Porous,Medium,Brown,No,Multiple Stem,Slow,30.0,No,No,Short,No,None,Yes,Erect,None,18
70117,Spring and Summer,,None,High,Yes,No,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,Yes,Multiple Stem,Moderate,20.0,No,No,Short,No,None,Yes,Erect,None,14
70928,Spring and Summer,,None,High,No,Yes,No,Green,No,Green,Moderate,Porous,Medium,Orange,No,Single Stem,Moderate,80.0,Yes,No,Moderate,No,None,Yes,Erect,None,35
78328,Spring and Summer,,None,Medium,No,No,No,Purple,Yes,Green,Moderate,Porous,Coarse,Brown,Yes,Multiple Stem,Slow,30.0,No,No,Short,No,None,Yes,Erect,None,25
49693,Spring and Summer,,None,High,No,No,No,White,Yes,Green,Dense,Porous,Medium,Blue,Yes,Multiple Stem,Slow,25.0,No,No,Short,No,None,No,Erect,None,20
75150,Spring and Summer,,None,High,Yes,Yes,No,White,Yes,Dark Green,Dense,Porous,Medium,Black,Yes,Multiple Stem,Moderate,25.0,No,No,Moderate,No,None,Yes,Erect,None,25
75171,Spring and Summer,,None,High,No,Yes,No,White,Yes,Green,Porous,Porous,Medium,Red,Yes,Multiple Stem,Moderate,30.0,No,No,Short,No,None,Yes,Erect,,20
75174,Spring and Summer,,None,Medium,No,Yes,No,White,Yes,Green,Moderate,Porous,Fine,Black,Yes,Thicket Forming,Moderate,16.0,No,No,Moderate,No,None,Yes,Erect,None,16
89092,Spring and Summer,,None,High,No,Yes,No,White,Yes,Green,Dense,Moderate,Medium,Red,Yes,Single Stem,Moderate,30.0,No,No,Long,No,None,Yes,Erect,None,30
89186,,,,,,,,,,,,,,,,,,,,,,,,,,,
89404,Spring and Summer,,None,Medium,No,Yes,No,White,Yes,Green,Moderate,Porous,Medium,Red,Yes,Single Stem,Moderate,30.0,No,No,Long,No,None,Yes,Erect,None,25
89605,Spring and Summer,,None,Medium,Yes,Yes,No,White,Yes,Yellow-Green,Dense,Moderate,Fine,Red,Yes,Multiple Stem,Moderate,30.0,No,No,Long,No,None,Yes,Erect,None,24
75020,Spring and Summer,,Low,High,No,No,No,Purple,No,Dark Green,Moderate,Porous,Coarse,Red,No,Multiple Stem,Slow,10.0,No,No,Short,No,None,No,Erect,Moderate,25
74982,Spring and Summer,,None,High,Yes,Yes,No,White,No,Green,Moderate,Moderate,Coarse,Red,Yes,Multiple Stem,Slow,25.0,No,Yes,Long,No,None,Yes,Erect,None,20
71577,Spring,,None,High,Yes,No,No,White,Yes,Green,Porous,Porous,Coarse,Red,Yes,Single Stem,Moderate,30.0,No,No,Short,No,None,Yes,Erect,None,30
71581,Spring and Summer,,None,High,Yes,No,Yes,White,Yes,Dark Green,Moderate,Moderate,Medium,Black,Yes,Single Stem,Moderate,60.0,No,Yes,Moderate,No,None,Yes,Climbing,None,40
70102,Spring and Summer,,None,High,Yes,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Single Stem,Slow,45.0,No,No,Short,No,None,Yes,Erect,None,20
90536,Spring and Summer,,None,Medium,No,No,No,White,Yes,Green,Dense,Moderate,Medium,Red,Yes,Single Stem,Moderate,24.0,No,No,Long,No,None,Yes,Erect,Slight,24
90538,Spring and Summer,,None,Medium,No,No,No,White,Yes,Green,Dense,Porous,Medium,Red,Yes,Multiple Stem,Moderate,12.0,No,No,Long,No,None,Yes,Semi-Erect,Slight,12
90621,Spring and Summer,,None,High,Yes,No,No,White,Yes,Green,Dense,Porous,Medium,Red,Yes,Single Stem,Rapid,30.0,No,No,Short,No,None,Yes,Erect,Moderate,25
90686,Spring and Summer,,None,High,No,Yes,No,White,Yes,Green,Dense,Porous,Medium,Black,Yes,Multiple Stem,Rapid,25.0,Yes,No,Short,No,None,Yes,Erect,Severe,15
70314,,,,,,,,,,,,,,,,,,,,,,,,,,,
70367,Spring and Summer,,None,High,No,Yes,No,Yellow,No,Dark Green,Moderate,Porous,Coarse,Brown,No,Single Stem,Slow,25.0,No,No,Long,No,None,Yes,Erect,None,20
91750,Spring and Summer,,None,High,No,Yes,No,White,Yes,Green,Moderate,Porous,Fine,Orange,Yes,Single Stem,Moderate,40.0,No,No,Moderate,No,None,Yes,Erect,None,30
90051,,,,,,,,,,,,,,,,,,,,,,,,,,,
15299,Spring and Summer,,None,High,No,No,No,,No,Green,Dense,Dense,Fine,Brown,No,Single Stem,Slow,50.0,No,Yes,Long,No,None,No,Conical,None,25
70952,,,,,,,,,,,,,,,,,,,,,,,,,,,
76939,Spring and Summer,Slow,None,Low,No,No,No,Purple,Yes,Green,Porous,Porous,Medium,Brown,No,Single Crown,Rapid,1.0,No,No,Moderate,No,Medium,No,Climbing,None,
71241,,,,,,,,,,,,,,,,,,,,,,,,,,,
49180,,,,,,,,,,,,,,,,,,,,,,,,,,,
49184,Spring and Summer,,None,High,No,Yes,No,Red,Yes,Green,Moderate,Porous,Coarse,Brown,Yes,Single Crown,Rapid,2.0,No,No,Long,No,None,Yes,Climbing,None,
75002,Spring and Summer,,None,High,No,Yes,No,White,No,Green,,,Coarse,Orange,Yes,Thicket Forming,Rapid,15.0,No,No,Moderate,No,None,No,Columnar,None,
72862,,,,,,,,,,,,,,,,,,,,,,,,,,,
72874,Spring and Summer,,None,Medium,No,No,No,White,Yes,Green,Porous,Porous,Coarse,Black,No,Single Crown,Slow,15.0,No,No,Long,No,None,Yes,Climbing,None,
27319,,,,,,,,,,,,,,,,,,,,,,,,,,,
42803,Spring,,None,High,No,No,No,Red,Yes,Green,Dense,Dense,Medium,Black,Yes,Multiple Stem,Rapid,16.0,No,Yes,Long,No,None,Yes,Climbing,None,16
38109,Summer,,None,Medium,No,Yes,No,White,Yes,Green,,,Medium,Blue,Yes,Single Crown,Rapid,1.0,No,No,Moderate,No,None,No,Climbing,None,
87444,Spring and Summer,,None,High,No,Yes,No,,No,Green,,,Coarse,Blue,No,Stoloniferous,Rapid,1.0,No,No,Moderate,No,None,Yes,Prostrate,None,
69379,,,,,,,,,,,,,,,,,,,,,,,,,,,
69382,Spring,,None,,No,No,No,Yellow,Yes,Green,Porous,Porous,Medium,Brown,Yes,Single Stem,Rapid,16.0,No,No,Moderate,No,None,Yes,Climbing,None,
61548,Summer,,None,,No,No,Yes,Red,No,Green,Porous,Porous,Medium,Black,No,Single Crown,Rapid,1.0,No,No,Moderate,No,None,No,Prostrate,None,
87511,,,,,,,,,,,,,,,,,,,,,,,,,,,
87526,Spring and Summer,,None,High,No,No,No,White,No,Green,Dense,Porous,Fine,Blue,No,Multiple Stem,Moderate,45.0,No,No,Long,No,None,Yes,Climbing,None,
87550,"Spring, Summer, Fall",,None,High,No,Yes,No,White,No,Green,Moderate,Porous,Fine,Black,Yes,Multiple Stem,Moderate,83.0,No,No,Long,No,None,Yes,Climbing,None,
