Id,Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propagated by Bare Root,Propagated by Bulb,Propagated by Container,Propagated by Corm,Propagated by Cuttings,Propagated by Seed,Propagated by Sod,Propagated by Sprigs,Propagated by Tubers,Seed Spread Rate,Seedling Vigor,Small Grain,Vegetative Spread Rate,Seed per Pound
71551,Mid Spring,Routinely Available,High,Summer,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Medium,No,None,14000
71553,Mid Spring,Routinely Available,Medium,Spring,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,5450
70892,Early Spring,Routinely Available,High,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,High,No,None,344667
75248,Late Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Medium,No,None,3360
65298,Early Summer,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,3675000
15448,Mid Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,High,No,None,48000
15545,Mid Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,34200
15556,Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,62080
15568,Late Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Medium,No,None,27040
15576,Mid Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,High,No,None,18400
15586,Mid Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Rapid,High,No,None,52160
70568,Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,Medium,No,Slow,192000
67422,Spring,Routinely Available,High,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Slow,425000
67466,Mid Spring,Routinely Available,High,Spring,Spring,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,Slow,3000000
67496,Mid Spring,Routinely Available,High,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,Low,No,Moderate,3248000
90650,Late Spring,Routinely Available,High,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Rapid,High,No,None,4800
70172,Mid Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,128
70193,Early Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,120
70219,Mid Spring,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,235
70250,Mid Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,540
70379,Mid Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Slow,85
70412,Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,410
70432,Mid Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,462
70387,Mid Spring,Routinely Available,Medium,Spring,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,100
70448,Mid Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,125
70488,Early Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,380
70523,Early Spring,Routinely Available,High,Spring,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,245
82163,Spring,Routinely Available,Medium,Spring,Summer,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,High,No,Slow,24000
68068,Early Spring,Routinely Available,High,Spring,Summer,No,Yes,No,Yes,No,Yes,No,No,No,No,Slow,Low,No,Slow,2500000
71455,Late Spring,Routinely Available,Medium,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Slow,Low,No,Moderate,5000
66729,Late Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,Slow,4765
15604,Mid Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Medium,No,None,187200
70987,Early Spring,Routinely Available,High,Spring,Spring,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Rapid,Medium,No,Slow,70900
71006,Late Winter,Routinely Available,High,Spring,Spring,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,High,No,None,41000
69928,Spring,Routinely Available,Low,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Low,No,Slow,400000
76871,Late Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Rapid,Medium,No,None,77000
88768,Mid Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,Moderate,256000
88782,Spring,,,Summer,Fall,No,No,No,No,No,Yes,No,No,No,No,Moderate,Medium,No,,256000
71330,,,,,,,,,,,,,,,,,,,,
49863,,,,,,,,,,,,,,,,,,,,
87033,Late Spring,Routinely Available,Low,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,Slow,112000
47594,Summer,Routinely Available,Medium,Fall,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,High,No,None,134000
64788,Summer,Routinely Available,Low,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,Slow,
75152,Early Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Medium,No,Slow,12200
75196,Late Spring,Routinely Available,Medium,Spring,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Slow,13000
70074,Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,491
70081,Early Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,Slow,549
42692,Late Spring,No Known Source,Low,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,
65141,Early Spring,Routinely Available,Medium,Fall,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,Slow,
68275,Mid Spring,Routinely Available,Medium,Spring,Spring,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,Medium,No,None,
75018,Late Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Medium,No,,35100
87257,Late Spring,,,Summer,Fall,No,No,No,No,No,Yes,No,No,No,No,Rapid,,No,,
65159,Spring,No Known Source,Low,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Moderate,3855000
65162,Late Spring,No Known Source,Medium,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,Slow,354000
70550,Fall,Routinely Available,Low,Spring,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,11000
88398,,,,,,,,,,,,,,,,,,,,
68451,Late Spring,Routinely Available,Medium,Spring,Summer,Yes,Yes,No,Yes,No,No,No,No,No,No,Slow,Low,No,None,
68521,Late Spring,No Known Source,Medium,Summer,Summer,No,No,No,No,No,No,No,No,Yes,No,Moderate,Medium,No,None,
74925,Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Rapid,High,No,Moderate,
74928,Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,29000
74975,Late Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,92000
88116,Mid Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Slow,
65203,Mid Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,15000000
65252,Mid Spring,Routinely Available,Medium,Summer,Summer,Yes,Yes,No,Yes,No,Yes,No,No,No,No,None,,No,None,
71391,Mid Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,4500
70717,Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,Slow,84000
70735,Late Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Slow,55000
88445,,,,,,,,,,,,,,,,,,,,
90185,Late Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,1045000
65308,,,,,,,,,,,,,,,,,,,,
65346,,,,,,,,,,,,,,,,,,,,
65369,Mid Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,5000000
65380,Mid Spring,Contracting Only,Low,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,
65385,,,,,,,,,,,,,,,,,,,,
65397,Indeterminate,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,
92934,,,,,,,,,,,,,,,,,,,,
92952,Mid Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,Rapid,57000
92963,Mid Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,Moderate,59775
88312,,,,,,,,,,,,,,,,,,,,
82146,,,,,,,,,,,,,,,,,,,,
90793,Early Summer,No Known Source,Low,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,High,No,Moderate,50000
90894,Spring,Routinely Available,Medium,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Slow,
90954,Late Spring,No Known Source,High,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Slow,
91009,Mid Spring,No Known Source,High,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Slow,Medium,No,Rapid,262000
91167,Late Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Rapid,High,No,Rapid,170000
91250,Spring,Routinely Available,Low,Spring,Summer,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Moderate,Low,No,Moderate,
91407,Mid Spring,Routinely Available,High,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Slow,Medium,No,Rapid,335000
91409,Late Spring,No Known Source,Medium,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Slow,Low,No,Moderate,493000
67871,Spring,No Known Source,Low,Summer,Summer,No,Yes,No,Yes,No,Yes,No,No,No,No,Slow,Low,No,Slow,
42834,Spring,Routinely Available,High,Spring,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,High,No,None,291590
42863,,,,,,,,,,,,,,,,,,,,
91786,Late Spring,Routinely Available,Medium,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,1000000
42905,Mid Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Moderate,139500
65417,Early Summer,Routinely Available,,Summer,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Moderate,1972000
65446,Early Summer,Routinely Available,Medium,Summer,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,975000
42933,Indeterminate,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,13100
42949,,,,,,,,,,,,,,,,,,,,
42980,Late Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Moderate,11500
42987,,,,,,,,,,,,,,,,,,,,
42988,Early Summer,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,27600
43016,Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,4800
73676,,,,,,,,,,,,,,,,,,,,
92842,Late Spring,No Known Source,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,11360
92875,Spring,No Known Source,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,None,22720
69903,Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,Slow,1084250
88664,Mid Spring,Contracting Only,Medium,Spring,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,Low,No,None,79832
88673,Mid Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,Moderate,95708
88685,Early Spring,No Known Source,High,Spring,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,84000
74685,Early Summer,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,131000
71503,Mid Spring,Routinely Available,Medium,Spring,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,697
70066,Mid Spring,Routinely Available,Medium,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,35000
70117,Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,250
70928,Early Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Medium,No,None,2200
78328,Spring,Routinely Available,Medium,Spring,Summer,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,Medium,No,None,18000
49693,Mid Spring,No Known Source,High,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,1800
75150,Mid Spring,No Known Source,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,8000
75171,Early Spring,Routinely Available,Medium,Spring,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Medium,No,None,4480
75174,Mid Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,Moderate,12000
89092,Late Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,None,5000
89186,,,,,,,,,,,,,,,,,,,,
89404,Mid Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,29800
89605,Early Spring,Routinely Available,Medium,Spring,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,20000
75020,Late Spring,,Medium,Fall,Fall,No,No,No,No,No,Yes,No,No,No,No,Slow,Low,No,,11500
74982,Mid Spring,Routinely Available,Medium,,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Low,No,None,37800
71577,Spring,Contracting Only,Medium,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,
71581,Summer,Routinely Available,Medium,Summer,Winter,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,None,7530
70102,Mid Spring,Routinely Available,Low,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,30000
90536,Mid Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,None,870
90538,Early Spring,Routinely Available,Medium,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,High,No,Slow,1030
90621,Mid Spring,Routinely Available,High,Summer,Summer,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Rapid,Low,No,None,14200
90686,Mid Spring,Routinely Available,High,Summer,Summer,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Moderate,4971
70314,,,,,,,,,,,,,,,,,,,,
70367,Mid Spring,Routinely Available,Medium,Fall,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,700
91750,Early Summer,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,160000
90051,,,,,,,,,,,,,,,,,,,,
15299,Mid Spring,Routinely Available,Medium,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Moderate,Medium,No,None,345600
70952,,,,,,,,,,,,,,,,,,,,
76939,Late Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,No,Yes,Slow,Medium,No,None,
71241,,,,,,,,,,,,,,,,,,,,
49180,,,,,,,,,,,,,,,,,,,,
49184,Summer,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,High,No,Moderate,136000
75002,Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,Rapid,26080
72862,,,,,,,,,,,,,,,,,,,,
72874,Mid Summer,No Known Source,Low,Summer,Fall,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Slow,192000
27319,,,,,,,,,,,,,,,,,,,,
42803,Late Summer,No Known Source,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,Slow,
38109,Summer,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,High,No,None,
87444,Late Spring,Routinely Available,Low,Spring,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Moderate,Medium,No,Rapid,18367
69379,,,,,,,,,,,,,,,,,,,,
69382,Summer,No Known Source,Low,Fall,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,Slow,Medium,No,None,
61548,Late Spring,Routinely Available,Medium,Spring,Fall,No,No,No,No,No,No,Yes,No,No,No,Moderate,Medium,No,None,125000
87511,,,,,,,,,,,,,,,,,,,,
87526,Late Spring,Routinely Available,High,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Moderate,14500
87550,Late Spring,Contracting Only,Medium,Summer,Fall,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Slow,Low,No,Moderate,14400
